897	5
148	37
593	52
344	8
613	31
468	48
503	72
842	28
424	98
982	40
921	93
340	12
865	57
353	87
287	9
838	24
354	62
266	98
518	36
671	68
235	60
24	56
825	14
658	87
814	69
545	33
684	73
947	21
292	64
379	64
311	56
743	62
455	76
827	49
529	13
961	33
638	67
297	48
802	12
454	10
4	96
73	79
615	26
90	52
769	78
956	8
82	75
865	88
367	79
134	33
976	92
783	64
638	33
246	66
762	2
88	29
953	60
840	75
52	41
33	37
288	10
470	63
832	93
372	58
308	38
803	66
180	72
96	69
173	6
911	19
304	7
271	28
207	53
270	83
529	61
967	61
728	49
616	37
761	67
361	12
916	98
994	92
661	42
325	37
530	45
340	16
765	79
948	71
428	70
794	64
624	55
780	50
323	90
331	33
109	77
87	6
184	10
412	54
514	50
52	38
884	50
198	27
753	60
453	38
937	51
388	47
879	46
752	21
655	70
702	29
315	54
735	81
920	67
72	98
269	99
559	29
532	59
156	94
308	11
588	58
870	9
340	54
574	87
396	3
733	65
521	61
325	94
415	19
124	100
71	64
188	86
518	47
122	53
966	51
510	55
545	9
250	96
786	15
263	49
847	38
845	58
964	99
817	14
705	25
379	82
512	58
576	26
63	75
654	19
925	4
406	38
979	52
991	71
103	49
697	66
705	88
238	5
216	12
976	54
805	84
855	60
579	57
705	32
492	16
783	18
872	88
318	28
706	96
587	3
747	47
899	55
499	28
442	75
308	68
722	13
914	30
910	91
768	29
583	36
333	88
519	53
727	70
764	54
470	99
655	99
252	99
630	30
915	82
175	72
513	3
710	12
88	44
953	67
120	83
185	61
200	22
220	66
722	84
537	100
712	3
699	8
932	24
154	95
340	25
974	7
717	82
101	99
615	27
47	23
986	53
297	23
479	66
367	73
330	29
165	5
262	94
343	17
410	74
935	41
851	79
263	69
354	3
792	9
175	58
610	72
262	8
901	27
177	83
328	100
406	69
911	38
955	82
794	27
623	37
476	53
922	83
586	86
864	64
181	70
681	100
176	61
157	85
718	69
999	87
822	8
815	36
545	18
476	18
150	38
282	29
19	39
488	89
606	25
533	27
636	67
901	99
403	83
190	14
971	100
576	41
691	39
500	90
569	26
979	6
393	29
947	66
2	98
878	69
572	26
963	58
799	8
601	82
65	33
657	65
622	1
236	53
125	69
413	95
456	1
311	97
324	85
954	64
138	50
883	39
389	42
297	80
508	92
943	25
291	20
935	1
901	3
467	52
973	54
890	44
718	36
713	93
166	33
184	72
410	76
455	35
79	29
688	88
645	44
782	56
96	88
943	86
242	99
686	76
667	85
740	95
834	51
120	77
961	70
132	68
4	48
242	6
250	82
671	8
288	75
135	79
82	24
681	47
579	5
4	86
758	98
618	9
254	53
164	49
171	71
998	65
838	25
53	50
632	74
22	31
558	58
945	54
271	88
925	50
352	60
461	86
920	66
492	75
464	43
637	21
310	17
903	8
874	60
159	16
607	84
366	81
774	88
388	85
736	82
764	54
739	60
258	69
711	73
107	83
153	12
492	94
312	64
670	7
502	61
456	33
144	97
869	46
762	50
496	60
741	47
829	19
419	62
290	33
276	42
54	55
281	73
680	42
465	71
971	4
155	27
73	79
331	72
478	82
80	56
534	83
830	34
833	37
39	42
149	4
647	2
165	45
776	65
242	30
411	10
559	41
232	14
297	84
376	10
214	9
329	69
157	7
506	97
31	33
752	3
52	80
976	24
121	7
837	17
984	34
908	90
961	60
639	39
576	23
375	87
415	79
5	50
253	66
323	100
223	61
214	70
446	15
766	85
681	60
634	81
572	47
606	63
481	64
14	38
823	55
7	50
960	13
948	78
567	46
487	16
521	78
48	27
707	76
411	72
845	19
69	36
902	43
735	84
40	61
734	74
109	90
842	20
273	57
197	26
610	9
23	89
582	72
152	49
604	43
117	78
694	38
551	46
260	80
952	22
565	86
447	32
202	83
798	96
859	64
994	25
982	73
146	70
909	32
388	64
136	15
285	35
155	32
760	72
632	65
960	81
64	9
1	55
262	74
684	79
997	15
385	60
52	68
658	20
246	72
125	97
159	6
899	50
396	13
807	30
698	17
121	8
857	33
515	12
682	19
659	48
47	24
155	43
275	40
173	38
186	82
699	28
297	47
758	3
433	97
846	24
296	10
913	55
505	26
79	26
245	86
5	20
146	5
520	73
875	20
269	65
632	76
486	24
799	82
392	20
59	28
995	16
428	63
401	51
719	52
51	46
432	63
120	23
277	68
503	11
701	48
800	84
496	4
294	46
840	3
71	26
145	86
879	97
93	44
73	32
452	80
760	12
882	50
525	20
200	59
330	72
296	20
815	48
539	81
738	13
293	23
796	60
340	16
626	9
380	36
233	73
967	4
38	51
931	67
92	51
452	21
495	29
132	11
177	89
64	54
635	66
725	32
847	96
138	24
795	20
376	41
73	23
840	57
452	20
611	46
813	66
184	30
231	13
609	11
640	74
151	37
537	37
96	3
928	54
813	87
524	59
561	74
136	74
727	100
308	26
347	35
336	50
556	26
738	45
56	64
74	15
497	73
36	17
62	28
326	91
413	46
147	6
111	68
855	88
293	59
948	42
26	99
356	2
576	85
488	36
496	20
936	30
804	74
388	50
976	44
450	75
600	39
969	36
131	33
782	4
281	31
613	23
696	84
762	20
493	43
688	23
882	20
106	44
323	84
656	77
349	41
365	41
816	40
334	14
652	34
821	68
979	41
887	86
102	20
490	16
938	40
515	66
556	84
280	24
379	43
641	90
389	53
716	74
277	19
554	60
635	15
228	33
524	80
553	7
379	49
900	7
784	12
418	12
328	48
41	40
382	27
112	76
697	34
506	57
45	46
444	20
966	37
682	58
291	71
597	81
127	1
168	85
214	63
811	6
934	65
863	8
979	9
338	44
104	86
622	55
730	24
790	65
231	74
144	44
736	4
809	28
875	83
893	13
260	93
614	43
36	65
32	49
666	27
562	62
834	24
71	67
251	84
878	53
406	20
534	98
395	2
718	98
78	86
260	32
730	38
21	48
228	34
261	91
252	86
831	85
808	79
982	38
537	64
501	37
929	13
820	5
813	17
284	88
120	52
806	53
745	63
654	64
262	2
846	69
320	22
856	61
872	37
603	84
363	95
954	56
170	79
626	84
381	37
275	97
546	36
952	97
200	66
178	64
352	19
434	60
534	40
622	31
805	93
998	60
585	73
735	11
657	20
159	100
36	46
426	70
362	10
13	91
71	13
225	40
876	12
99	47
567	38
153	23
308	59
191	67
532	98
842	57
612	26
53	57
489	28
443	86
971	94
116	72
415	66
931	11
138	92
959	87
474	86
369	88
15	31
485	8
914	30
549	75
189	100
986	66
300	67
68	7
234	92
276	11
527	87
400	85
136	89
327	79
783	15
533	7
485	85
841	96
453	97
94	100
467	26
63	44
805	79
14	58
177	20
934	30
87	3
775	96
264	46
795	60
639	56
575	11
207	49
107	18
949	96
222	61
455	72
203	18
885	76
961	50
519	14
42	14
248	41
401	65
145	87
146	46
961	75
693	93
131	64
947	67
745	17
644	78
320	22
984	89
267	74
628	87
372	91
512	29
777	95
895	75
564	88
982	20
981	67
592	37
603	20
913	42
729	53
346	58
462	40
100	60
688	86
705	31
849	81
71	79
986	20
70	28
695	5
325	78
708	60
712	46
895	58
212	89
869	61
46	1
137	42
833	48
962	86
846	99
149	33
569	43
195	76
785	20
949	78
16	22
764	14
692	52
973	67
638	53
910	63
433	33
370	92
349	8
219	88
748	34
241	76
508	74
109	83
95	72
123	60
15	57
784	25
750	77
736	49
565	92
443	49
467	100
272	34
936	2
131	98
75	2
715	56
209	32
671	97
95	24
483	21
938	2
709	49
764	30
5	94
794	2
300	73
76	6
956	96
4	63
912	94
459	27
93	35
880	48
906	38
82	43
452	82
216	79
797	78
655	82
765	36
708	54
930	21
459	48
692	59
311	5
92	83
339	22
127	87
384	66
381	26
856	90
382	43
707	84
615	36
311	90
465	93
581	61
556	80
17	45
146	77
971	12
510	100
820	59
423	42
867	100
744	78
953	76
554	57
81	90
507	44
356	41
481	32
35	39
714	65
191	74
982	28
518	39
551	55
46	1
591	71
663	71
651	12
948	42
943	54
667	41
898	24
685	5
811	68
816	47
716	62
387	3
486	2
73	19
678	83
897	65
862	34
229	78
375	45
83	83
685	84
609	56
755	61
932	82
225	67
785	21
491	86
749	55
876	5
339	60
363	88
757	62
701	66
69	22
195	58
404	20
613	10
242	60
126	44
927	93
578	8
929	66
206	85
927	15
832	92
678	73
927	38
210	93
195	93
111	82
703	97
160	97
718	11
952	88
68	55
311	86
495	23
583	30
878	39
535	86
960	34
336	78
232	33
111	50
664	50
634	76
804	12
871	81
688	17
777	81
716	12
155	28
455	88
970	36
298	60
463	33
262	85
378	72
688	41
821	80
52	57
40	28
481	14
256	32
908	7
110	18
286	97
573	48
402	31
668	13
106	28
101	44
969	12
524	87
247	94
900	87
536	83
615	39
958	10
613	32
384	37
463	24
235	60
875	29
208	28
139	96
182	20
41	61
170	35
78	34
708	88
716	4
451	78
696	49
76	82
364	86
359	19
467	95
402	80
647	48
442	40
199	62
255	42
381	55
720	18
232	30
111	56
300	51
62	7
579	37
217	37
278	61
230	77
876	98
635	37
975	69
295	37
250	31
364	7
719	16
99	77
65	63
880	24
494	71
791	54
607	60
776	15
787	75
95	15
792	45
559	43
379	83
191	44
115	58
93	20
929	97
715	12
474	31
680	22
336	33
528	84
14	77
758	24
130	8
209	93
976	22
180	74
189	35
483	34
969	43
803	87
545	69
441	67
11	41
254	8
139	28
321	75
150	93
949	4
749	29
988	11
236	18
981	42
931	96
682	93
341	28
933	82
912	97
540	74
580	3
658	44
415	73
912	57
488	84
676	91
586	30
849	93
572	36
823	87
407	62
461	27
879	22
3	39
341	4
973	10
205	70
725	20
484	76
207	72
852	33
348	57
322	30
295	8
799	46
812	85
383	19
490	18
351	16
542	32
882	67
394	1
797	69
366	94
329	32
38	18
721	96
915	70
141	33
599	38
623	28
363	8
132	41
531	4
644	35
389	28
853	90
621	56
85	1
805	53
511	98
699	33
161	42
107	66
963	9
887	53
866	71
508	28
429	96
111	100
768	18
232	95
775	32
398	36
221	41
42	88
255	85
112	11
586	7
36	14
212	76
521	67
473	71
752	86
252	9
615	5
81	71
768	64
208	45
395	79
941	2
158	85
54	61
196	59
301	38
517	76
279	82
21	14
972	95
214	80
383	59
658	69
600	46
3	5
144	39
750	43
333	43
9	31
447	88
728	65
498	56
982	21
61	96
65	72
546	20
23	52
39	20
16	87
389	32
28	81
383	7
991	99
676	25
529	78
865	16
715	33
721	20
175	78
958	45
799	7
733	29
153	64
940	85
626	39
703	61
472	20
924	12
572	66
764	20
736	10
83	53
557	87
97	67
849	77
338	83
526	62
419	47
126	54
78	76
886	21
848	72
745	22
504	27
415	50
579	3
117	43
542	96
887	27
411	5
602	80
73	15
247	33
917	37
469	52
181	5
359	9
318	42
334	12
899	63
63	2
226	63
544	25
954	69
959	5
568	49
581	50
306	43
121	59
819	40
95	92
176	4
298	63
426	27
39	52
317	42
61	90
856	23
666	41
535	51
495	89
54	24
935	11
614	23
236	38
908	68
155	37
264	63
353	92
604	17
973	67
238	52
576	62
815	16
674	65
469	47
375	95
13	25
970	54
613	3
145	41
554	72
881	15
917	69
403	86
403	83
255	49
413	3
240	54
29	17
73	14
443	48
174	24
175	93
693	41
655	17
22	93
475	16
50	89
39	24
720	86
33	31
86	23
28	24
845	10
780	39
677	65
418	43
396	86
154	3
729	27
292	64
277	64
816	66
517	53
342	29
273	81
748	78
512	79
305	77
344	62
2	37
616	60
18	71
705	14
920	44
245	68
883	94
478	43
769	63
914	34
201	67
189	73
229	79
55	71
669	74
688	22
983	40
562	77
443	33
462	53
559	7
185	52
222	51
352	2
182	26
953	25
801	18
60	84
740	98
619	53
583	87
918	19
597	84
961	22
93	52
954	98
815	93
109	99
139	37
859	25
22	41
891	80
294	20
871	48
433	73
346	79
481	11
72	63
138	80
879	5
103	10
397	56
482	10
50	62
435	73
815	81
611	40
759	92
568	63
69	19
579	14
230	36
761	98
352	80
720	45
619	29
883	76
704	57
6	73
655	59
645	10
269	20
155	60
669	81
15	63
262	95
36	73
806	72
864	61
886	76
109	2
102	34
807	48
177	40
725	39
117	7
579	17
196	76
447	49
582	71
531	29
219	26
314	11
155	38
198	32
960	13
426	84
487	24
756	10
587	28
557	67
402	90
243	93
732	95
167	54
929	47
211	25
707	43
278	60
436	52
907	70
560	25
142	99
550	34
345	73
627	63
543	98
328	57
919	24
710	43
114	72
991	27
424	74
582	94
144	27
817	93
871	24
365	6
619	90
844	34
928	70
387	64
842	7
487	86
853	86
121	67
442	2
358	33
42	52
700	7
783	60
546	9
9	65
448	23
335	45
231	91
359	61
186	3
736	47
781	27
333	16
421	26
189	85
936	11
137	1
310	94
885	81
720	12
906	58
112	63
355	93
354	6
231	25
737	64
391	42
428	23
849	38
690	66
748	100
869	79
588	42
355	83
792	19
906	15
722	22
285	28
399	2
698	9
640	34
447	19
560	59
420	85
623	67
241	14
631	40
683	52
941	30
708	18
201	77
57	92
49	70
360	5
539	47
761	65
418	21
652	17
115	70
595	91
921	12
313	78
469	65
684	78
778	39
399	55
928	65
364	56
751	70
888	90
967	45
654	38
365	70
848	56
816	25
803	84
437	100
771	50
248	78
719	100
188	1
694	3
909	35
99	79
659	81
885	35
994	19
497	25
320	28
764	53
543	9
739	36
140	56
478	2
374	23
181	32
459	73
713	84
431	76
614	38
111	52
759	36
517	34
723	84
324	28
751	72
759	53
876	55
269	56
690	58
536	86
541	53
150	35
807	39
439	24
38	71
713	58
615	41
856	62
75	45
921	30
857	94
817	91
765	13
498	3
823	55
846	24
583	3
559	90
256	21
462	82
42	84
506	96
716	79
147	14
841	98
391	81
595	13
957	67
734	82
769	89
294	47
768	4
867	26
716	67
500	32
377	99
146	79
337	21
558	60
182	75
390	37
54	57
332	75
235	30
423	66
299	31
606	35
653	64
34	30
390	85
908	26
723	94
879	62
488	78
494	45
336	40
97	16
661	55
436	39
131	8
785	1
736	73
32	39
671	52
499	20
621	21
543	38
619	28
79	68
509	70
643	79
642	10
954	61
470	63
436	12
940	28
851	55
1000	10
698	92
180	57
527	2
649	6
397	83
840	4
205	65
457	26
446	16
716	92
962	59
239	92
19	56
383	98
893	29
282	31
966	44
821	39
620	81
753	65
390	63
515	99
414	84
124	94
877	34
294	35
200	30
233	47
801	10
229	32
800	21
208	52
356	93
194	1
900	94
646	14
835	57
588	29
252	27
502	17
538	87
1000	94
524	94
683	51
630	62
899	48
467	32
208	72
546	54
178	52
263	75
617	24
43	29
963	49
38	57
391	28
188	81
41	34
870	71
95	25
979	52
476	74
407	91
379	87
450	54
79	75
683	94
848	55
719	27
592	60
637	38
22	46
588	3
283	91
487	77
171	40
15	32
319	79
370	29
625	14
835	75
783	95
146	17
99	65
726	43
546	97
992	66
436	88
121	57
172	76
398	28
656	97
835	6
211	38
190	73
817	65
470	76
835	43
716	78
796	27
392	57
322	9
823	70
337	90
99	26
813	74
940	8
726	84
230	26
57	68
10	53
333	35
514	1
131	24
535	8
937	12
205	93
696	47
930	76
5	79
299	80
125	44
527	29
365	48
152	92
113	57
519	28
515	17
55	74
382	86
525	2
955	42
582	95
404	72
426	77
384	75
656	34
454	87
353	8
757	26
481	88
987	4
716	21
212	22
877	71
262	80
149	26
786	1
402	20
230	51
430	65
689	19
34	56
190	74
922	19
589	45
562	11
942	46
913	94
544	91
461	80
721	66
184	7
870	94
938	6
845	93
910	97
177	79
225	58
919	22
48	11
54	90
362	11
828	94
199	2
63	84
910	9
136	82
253	73
151	53
388	10
811	14
379	63
769	78
718	5
39	50
861	93
313	36
81	81
611	69
508	1
592	20
793	46
467	33
988	16
4	65
650	37
270	69
660	53
422	29
392	75
70	55
497	39
27	84
312	38
148	31
787	47
228	7
141	59
330	70
565	28
383	7
316	5
23	23
585	85
67	39
127	97
190	73
474	27
367	90
342	72
647	79
57	24
36	82
842	37
924	83
9	69
670	82
368	52
685	43
603	49
903	37
660	15
157	47
554	28
468	69
155	29
436	53
656	21
277	1
16	78
803	100
887	59
754	83
488	29
530	78
705	60
97	75
190	54
853	62
809	49
969	89
896	68
962	38
695	88
794	11
944	36
941	94
776	91
794	93
51	99
180	11
891	6
322	96
845	56
508	41
157	96
783	84
868	28
26	54
134	42
90	53
601	73
131	77
634	15
920	85
594	84
149	3
10	34
218	100
682	79
779	17
760	72
254	35
607	3
548	64
942	68
708	23
123	75
53	100
895	52
226	59
580	11
299	18
220	62
465	49
916	61
137	30
393	13
998	89
274	96
872	5
166	80
929	71
343	4
506	24
607	59
849	70
401	28
78	99
692	37
174	20
995	92
176	91
609	55
902	43
491	63
854	89
166	23
1	12
252	6
644	80
592	14
125	95
914	31
360	59
207	7
499	24
992	75
374	88
503	66
55	92
813	8
77	67
79	82
444	12
538	44
505	77
756	39
430	5
365	100
367	53
791	16
326	54
442	30
564	82
483	78
50	82
949	51
639	95
888	32
746	96
817	62
714	30
11	49
339	61
701	27
909	78
315	45
512	65
273	93
466	9
37	23
213	86
77	92
594	10
585	84
666	47
402	51
319	60
883	23
166	14
23	56
448	69
963	68
417	35
646	47
384	44
430	34
144	67
764	83
815	16
475	16
165	6
228	89
183	31
142	11
29	5
901	11
800	71
928	30
137	100
111	94
510	4
237	5
645	77
274	25
294	28
477	3
475	68
464	67
292	46
171	92
713	33
294	69
135	100
249	72
39	18
919	81
155	44
578	33
786	98
800	64
142	67
215	21
564	90
205	58
284	13
595	78
42	55
626	16
508	83
743	68
460	38
475	9
984	97
422	47
377	27
461	65
361	60
697	74
904	47
939	84
616	22
653	45
808	51
714	93
862	16
304	23
472	2
653	20
317	67
976	5
960	59
74	9
301	12
476	70
934	44
386	50
168	58
361	37
306	92
605	89
190	40
374	46
651	42
716	47
522	33
296	69
584	76
613	58
667	98
111	13
600	41
891	8
868	60
47	30
569	39
739	70
444	3
705	72
541	10
392	66
391	48
751	61
32	18
752	22
283	3
11	7
580	53
29	30
835	30
816	96
133	43
485	26
88	24
55	4
494	21
802	38
835	71
484	39
58	82
323	95
396	83
127	88
827	89
1000	33
7	16
387	11
270	17
138	55
545	32
570	12
525	75
529	73
583	2
951	94
684	24
84	87
536	37
955	24
493	80
237	83
438	39
953	80
988	56
458	43
57	95
633	95
691	1
317	29
19	19
921	46
439	55
261	89
653	38
71	84
233	15
331	98
841	63
856	73
30	89
598	53
750	56
477	57
248	83
607	12
647	68
705	82
51	44
469	73
52	65
828	98
977	5
34	40
744	87
146	27
414	28
405	37
105	63
341	25
28	96
998	80
323	5
695	24
520	18
789	31
157	71
657	100
83	23
563	95
330	88
255	79
122	44
655	55
490	77
313	69
990	37
18	3
790	27
291	55
349	62
924	98
512	51
766	52
488	29
293	54
137	17
621	95
875	2
820	55
624	26
25	16
672	29
660	71
610	38
510	59
476	16
578	64
12	6
444	20
791	74
296	64
51	31
534	77
897	53
765	65
581	17
886	31
576	21
75	51
765	49
375	88
411	11
79	64
675	80
522	98
634	99
269	55
617	61
522	91
915	42
49	29
319	27
151	72
711	48
575	31
592	76
223	23
331	71
988	51
403	52
376	80
624	71
675	34
963	80
727	35
395	4
929	39
919	11
621	36
285	39
401	43
779	17
468	78
220	41
720	91
221	15
231	93
104	79
834	93
336	68
71	40
999	28
588	39
349	62
103	15
545	46
791	71
901	66
305	98
261	93
460	33
200	64
550	28
459	70
530	76
874	8
17	34
968	65
602	17
624	48
789	34
709	76
308	47
119	99
235	100
144	54
478	77
142	40
645	79
737	17
476	3
295	64
646	13
438	88
779	50
186	76
343	15
727	98
45	87
482	97
308	58
291	41
816	72
357	18
372	1
329	47
311	14
976	70
741	5
120	61
88	56
825	62
814	51
824	67
188	87
924	47
419	49
631	97
370	44
119	87
900	50
757	45
836	66
645	67
470	2
928	71
888	9
222	96
721	63
192	100
688	59
733	46
472	86
828	23
266	75
978	70
940	14
115	23
313	93
382	38
545	96
508	95
771	27
873	7
968	38
527	32
585	31
783	30
452	40
281	7
794	91
910	4
517	82
468	12
168	16
154	5
455	79
781	36
258	48
930	2
468	95
492	28
920	48
601	74
886	18
664	64
402	38
245	29
197	4
616	5
753	35
515	100
999	7
635	87
492	86
433	55
443	88
793	39
892	68
834	31
846	62
79	99
768	7
429	60
631	65
863	49
347	35
439	92
58	36
694	31
617	79
469	54
432	100
564	10
861	33
483	56
484	75
207	39
430	37
32	86
472	17
481	49
158	14
719	29
286	55
853	9
401	74
319	56
280	83
214	9
652	1
132	18
497	97
392	72
923	22
972	2
226	77
245	36
858	90
35	26
422	14
977	85
845	35
311	64
613	16
423	91
480	10
556	53
892	60
250	8
408	33
58	13
940	59
436	95
743	58
418	80
207	34
434	82
805	78
965	84
134	17
70	41
257	82
349	76
454	36
900	13
276	58
681	62
974	77
838	6
342	97
558	54
3	68
328	45
903	31
80	61
324	65
541	30
360	91
989	39
46	25
200	11
311	1
891	2
697	77
435	68
575	5
957	25
945	31
267	77
389	38
418	53
278	41
954	23
20	52
773	39
76	59
740	51
226	82
318	57
92	5
714	73
56	57
776	72
713	6
59	71
438	95
785	24
332	19
702	40
469	37
957	76
32	6
617	41
195	69
251	94
687	39
205	71
331	81
295	52
67	75
87	14
922	10
646	74
902	80
377	24
332	30
845	25
411	94
127	8
788	46
562	85
250	89
98	35
871	53
609	61
776	85
632	79
642	43
49	14
717	64
74	11
159	63
861	71
324	55
373	73
37	13
243	79
702	30
394	96
77	61
472	2
224	16
782	65
93	66
930	60
48	16
163	94
201	52
316	37
124	18
893	47
365	19
174	64
203	38
61	8
276	49
522	51
569	11
593	30
164	40
344	41
479	74
978	89
399	61
643	52
9	77
29	31
660	94
818	100
223	85
803	83
492	69
984	61
517	16
625	51
205	31
468	53
371	79
824	71
323	38
394	24
957	26
790	52
970	20
64	57
316	43
59	22
909	29
434	24
315	74
405	2
730	65
831	35
931	36
813	69
540	79
705	96
792	23
224	59
272	55
848	46
809	52
311	21
408	13
872	4
828	61
967	43
179	8
78	36
911	84
489	6
474	61
600	88
576	94
882	91
469	81
762	49
342	80
701	27
28	94
113	76
158	18
613	93
686	50
980	75
840	22
667	27
782	78
990	94
759	30
286	14
929	56
750	59
404	99
182	49
505	86
863	84
491	83
847	29
549	21
424	81
93	24
133	36
47	39
372	47
28	86
922	81
413	90
411	71
954	9
905	18
736	59
176	85
323	29
679	83
528	43
417	21
54	21
941	24
245	37
130	22
384	84
87	70
375	74
162	93
569	79
64	91
848	27
997	75
693	60
620	46
773	11
320	72
188	81
116	11
817	78
1000	69
674	11
509	21
434	15
308	7
135	39
281	79
825	24
390	53
953	49
917	66
366	41
149	86
37	36
186	71
898	52
838	8
754	55
188	89
667	35
270	94
782	91
989	87
116	28
770	63
231	94
787	48
850	97
968	50
388	17
182	1
480	98
387	4
560	32
859	95
548	41
595	53
22	29
284	75
632	5
907	23
504	1
254	56
930	91
33	96
638	23
105	28
556	35
745	61
573	94
228	79
244	17
946	50
605	19
838	94
141	98
223	23
523	100
6	41
5	19
415	98
965	47
460	94
277	1
358	22
816	57
805	4
388	35
570	61
365	87
755	52
180	3
727	27
120	93
770	48
99	25
75	34
856	86
485	71
723	15
563	39
930	5
767	94
466	79
372	35
214	63
410	83
372	27
315	8
903	43
12	12
236	69
93	88
343	32
925	88
902	77
48	74
258	50
98	30
969	18
608	96
70	6
381	76
573	32
234	46
793	81
162	90
601	91
669	57
771	13
491	97
983	71
388	88
528	41
213	48
774	66
654	7
935	76
818	46
335	57
622	92
22	37
693	98
769	83
587	72
795	54
937	73
597	61
280	92
244	88
570	75
459	56
237	73
120	28
769	63
835	95
965	42
132	6
509	43
780	18
518	10
384	45
445	80
305	63
237	32
223	5
591	96
759	69
511	73
482	56
92	87
248	48
104	29
213	48
785	53
603	18
792	55
512	76
240	80
58	41
193	96
824	66
205	55
338	35
138	60
188	47
610	75
839	5
535	97
896	91
971	85
133	88
783	58
773	1
514	50
272	39
436	13
719	49
76	83
93	99
511	26
182	89
882	99
406	70
338	26
894	59
945	83
194	81
292	88
767	42
195	65
291	54
376	87
893	60
836	36
543	90
838	38
488	71
741	62
839	63
712	6
693	44
628	82
771	100
702	12
940	53
250	51
620	28
236	61
105	9
924	31
136	51
911	36
443	43
219	52
258	85
515	4
864	35
676	75
79	28
519	75
982	52
313	28
226	55
199	84
963	67
213	36
553	73
713	5
694	58
620	55
709	86
649	86
516	22
945	78
190	99
133	64
964	90
822	41
701	41
498	15
851	5
79	50
97	66
277	65
130	100
751	73
634	100
211	1
75	90
330	66
177	64
290	4
967	83
186	90
870	12
485	19
698	29
170	22
768	53
59	79
789	18
854	2
937	73
345	32
740	64
465	3
735	19
852	95
846	15
316	66
716	6
167	4
280	74
334	31
30	6
99	84
417	94
207	31
448	39
618	7
559	58
948	78
792	43
35	12
841	34
326	18
151	81
906	13
379	8
923	10
972	81
789	92
910	10
363	35
161	41
184	92
357	94
884	3
900	70
945	100
432	52
366	53
784	72
644	34
93	67
560	50
913	14
176	86
634	44
538	84
764	42
81	61
269	86
648	81
844	75
804	50
180	49
326	32
846	30
982	64
133	83
838	100
798	25
662	58
575	10
755	35
871	88
934	94
975	52
282	73
799	87
190	23
956	5
60	78
337	29
640	35
915	89
85	100
802	50
765	9
724	51
240	38
28	38
791	16
236	39
168	30
638	48
797	22
641	60
928	100
113	84
922	58
240	47
133	77
261	37
590	79
154	10
719	33
474	100
747	54
354	62
356	61
160	15
442	92
497	94
796	70
